mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,label
1.273507166431259,1.0831591386492039,0.9725484921301282,0.17270425116070467,-1.6277921451925694,2.371833158601532,-1.4154120202864207,-0.1861734992954075,0.18816895955865506,0.1483532940227369,2.2203792103278808,0.30062632411722595,1.82713114223036,0.0
-1.284460846297846,0.23920003403478302,-0.1455689191338362,0.556089518962061,0.3054035433420196,-0.42556853467260336,-1.3462731764368208,-0.4703749541570503,0.9129046504485836,-0.09738418858852348,0.6150421536358488,0.5284847110516873,-0.4085141619563102,0.0
0.039953217054441284,1.0895206952837755,-0.4662071585850611,-0.7432894831299599,1.2204469127956519,-0.17348267778961055,1.2709842120145494,-0.9939845749867355,0.31491701221597296,0.0666823426917745,-0.5999246819632392,0.4774726348841398,0.6089619559919321,0.0
0.15882696045140382,-0.07345655137094684,-0.632989707438997,1.2136340306411815,0.05235883219250896,1.050810720144538,-0.4385105150920315,-0.5577437773148902,-0.5522788168139918,1.8775319040800609,-0.8407652786864398,0.8406107977821932,0.9948485770649349,0.0
-3.182325225694824,1.1867255894248843,0.12970669696964596,-2.079550745092812,-0.7529042188874202,-1.4207742405750332,2.1190830953487034,-0.844615159711752,0.37321820310238263,-0.46681389892396774,0.5256572529150744,-1.0415982154040806,-0.03835897422515143,0.0
0.2752885629308497,0.09484374088416353,1.4122754784259117,-0.2792478507005848,-1.0642894402483885,2.7138261314821293,0.23047304353543555,0.049618277419541446,-1.423326239550961,0.6302859884780762,-1.3348712571660297,-0.05606257088936306,-0.34857991421394735,0.0
-0.2889975774044307,0.683352644620884,-0.7489382241979193,1.3440227007124066,-1.2587805168789235,0.5406664774772721,-0.3712298563220098,-0.9055923333787833,-0.25112569091989173,1.192988890369666,-0.3730256042725673,-0.4742127188410394,0.8984863257655642,0.0
-0.38217608706579304,0.203554927668344,-2.010183868034352,-0.38646186446427183,0.24935105525394796,-0.6338167058140726,-0.1761789295525242,0.8458775312866756,-1.0733468320646256,0.12555986217391388,0.8166857732316677,-0.26474992483444376,-1.32226199538315,0.0
-0.6742809867125014,1.3207180109725316,-0.3172698395815776,-1.4447094449301172,0.34042189720445315,-0.8510774340411825,-1.5565764408562146,-1.6211323656346157,-0.4493945900259227,-0.3245037665047401,-0.9591558463251487,0.6365950435954412,0.7923253884136012,0.0
1.537053823709617,-1.3527565032006839,-1.107408863792653,-0.6528618449731656,-0.6905429614235458,-2.9713214983435243,-0.9246520181018005,-0.28026835092133373,-0.8748623202316413,0.4713698582624906,-0.9223611032624506,0.5481284633911175,1.0044999466420677,0.0
1.3191472701847273,-1.1600904634840976,0.19304322319487888,1.2831054578083725,-0.37850424849013725,1.2176867030173166,-0.31571246189395796,-1.0975393799102808,-1.1854732817528064,-0.005103668016007999,0.10504125470890306,0.7528314077685093,-1.4124137522230622,0.0
-0.6432994260232168,0.626631025482297,1.0129955452680166,2.054127231999965,0.4308032358862621,-2.200227221395069,-0.7630946138085727,-0.22495974035650063,-1.1096749248261633,-1.5940207221667173,-0.020504025756091865,-0.3835341493749561,-0.47368504700339703,0.0
0.2380770728634127,0.8461770729578487,0.36918284058084816,-0.19707157297346542,-0.7818227615045606,0.7523144174776589,0.6127563304480729,1.6306292281565822,0.6873112248702774,-0.2717080118104837,0.6784459857761171,-0.5084069056231995,2.842295892963671,0.0
-0.02566903705622807,1.2553239215746288,0.2886494058367829,0.038645892382042114,1.9521338444739273,-0.7502879129294042,-0.562995820773474,-1.9245605781039603,0.9726854052138967,-2.231508630811206,-2.778403225170158,-0.44691620773027957,0.6729902839450961,0.0
-0.5505954072639169,0.5880004354463672,-0.34949061934541303,0.04672695240880743,-0.18305532327510196,-0.9359701685874742,-1.4274684180859272,1.0746493757795577,0.3535254250038731,1.782614450205543,-1.3685125614487599,-0.09197674357657068,0.17445329500533613,0.0
-1.0268520446738234,0.9626844056929393,-1.2606156848957557,-0.9135949283983134,-0.35870259257261405,-0.26385730869074514,0.2536449253536558,0.7302034715552906,0.7746394542239977,0.12606313479812206,-1.1690961932499115,-0.8923551074333307,0.6178183462100917,0.0
1.1484956144094522,-0.9065660724058588,0.6209389071690824,0.44154971803877274,-0.0998610572103098,-0.8726726641022634,-0.02670918433080155,0.6819099746579089,-0.7257590864268724,1.136710820140719,1.2785207501239337,0.5943654035918416,0.69556736607672,0.0
1.118599663030416,1.2313062353059319,-0.14686100913027392,-0.5072278861475022,-0.5239012579397005,-0.7214000676503829,-0.9486957046601269,1.169211006360665,1.2106448762112383,0.6922126408173286,-0.5563739604467112,0.5165353282366856,0.3397075776081881,0.0
1.5321878604954238,1.141030543919379,1.4242309811025926,-0.770283172483742,1.758759283341756,2.110709349053052,-0.5507331194135405,-0.4540842107075466,1.4868054695673494,-0.5187277821215098,-0.9046618077080172,-0.7314944434195007,-0.43527608971879594,0.0
1.5518221680531283,-0.0656612141257686,-0.6217789638737222,-1.1294609066414738,-0.24345833180995907,0.13519759690009972,2.315237873778579,0.9750595778046731,-0.7086830623134563,2.1815913704299197,-0.05641554876238141,-1.6817426782614688,0.5325291455401925,0.0
0.879110395716706,0.015137953319462326,-1.4621575742552162,0.9976509274354923,0.897821072892583,-0.9404003729531859,0.29572690065879975,0.7567711324947407,-0.20642618352353975,-1.636764386604932,-1.427559209450313,0.4821397635810459,-0.32563734982726283,0.0
